BT_WEZLY_PIERWSZA_PIERWSZA,12,30,48,102,192,66,354,102,858,228,
BT_WEZLY_PIERWSZA_NW,12,30,48,102,192,66,354,102,858,228,
BT_WEZLY_NO_PIERWSZA,12,30,48,102,84,66,102,66,120,174,
BT_WEZLY_NO_NW,12,30,48,102,84,66,102,66,120,174,
FC_WEZLY_PIERWSZA_PIERWSZA,9,15,21,39,63,21,117,33,285,75,
FC_WEZLY_PIERWSZA_NW,9,15,21,39,63,21,117,33,285,75,
FC_WEZLY_NO_PIERWSZA,9,15,21,39,27,21,33,21,39,57,
FC_WEZLY_NO_NW,9,15,21,39,27,21,33,21,39,57,
